ID,PROPERTY ADDRESS,SUBMISSION DATE,OWNER NAME,OWNER DATE,OWNER MANAGEMENT AGENT NAME,OWNER NOTICES AGENT NAME,OWNER NOTICES AGENT PHONE,OWNER NOTICES AGENT EMAIL,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,OWNER MANAGEMENT AGENT ADDRESS,OWNER MANAGEMENT AGENT CITY,OWNER MANAGEMENT AGENT STATE,OWNER MANAGEMENT AGENT ZIP,LOCATION
607886,8108 S Avalon Av,09/19/2023," U.S. Bank National Association, not in its individual capac",08/08/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.59432540461663 41.74742646627553)
607893,7618 S Lafayette Av,09/19/2023,"Citibank, N.A., as Trustee, in trust for registered Holders",07/12/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.62646049086823 41.75577897216505)
607925,7711 S Essex Av,09/19/2023,"Wilmington Savings Fund Society, FSB, not in its individual",07/28/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.56372336563092 41.755020746869064)
607941,4318 W Cullerton St,09/19/2023,"Deutsche Bank National Trust Company, as Trustee, in trust",07/07/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.7329595190872 41.85440693151407)
607976,7246 S Avers Av,09/19/2023,"Federal Home Loan Mortgage Corporation, as Trustee for the",08/09/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71876400007402 41.76092483558356)
608072,1330 E 56th St,09/19/2023,"DLJ Mortgage Capital, Inc.",07/10/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.59343466619873 41.79341569936128)
608079,1723 N Moody Av,09/19/2023,"DLJ Mortgage Capital, Inc.",07/11/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.77880453426701 41.91175361882713)
608081,4300 W Ford City Dr,09/19/2023,"DLJ Mortgage Capital, Inc.",07/27/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.73006972945468 41.75331874105748)
608505,13443 S Burley Av,09/21/2023,Fannie Mae,06/05/2023,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.54458818131742 41.65056901634033)
609476,4918 N Christiana Av,09/26/2023,US Bank NA As Legal Title Trust for Truman 2016 SCG Trust,07/11/2023,Anthony Disano,Anthony Disano,(312) 788-4040,team@pvrco.com,200 Business Park,Armonk,NY,10504,3501 W Algonquin Road Suite 135,Rolling Meadows,IL,60008,POINT (-87.71235692345434 41.970823728228105)
609492,4960 N Marine Dr,09/26/2023,Fannie Mae,09/07/2023,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.65113495527342 41.97329582073614)
609728,6039 S Carpenter St,09/27/2023,"GITSIT SOLUTIONS, LLC",07/31/2023,Stratos Rounis/SR Realty Group,"IRA T. NEVEL, LLC",(312) 357-1125,pleadings@nevellaw.com,175 N FRANKLIN ST,CHICAGO,IL,60606,5039 Coyle Avenue,Skokie,IL,60077,POINT (-87.65081976664348 41.783955050589405)
610032,4361 W 25th Pl,09/28/2023,"Wilmington Savings Fund Society, FSB, not in its individual",08/01/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.7334494651361 41.84493151460226)
610210,5934 W Erie St,09/29/2023,Fannie Mae,08/21/2023,domain realty,domain realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.7736158669176 41.89200520454739)
610269,11320 S Hale Av,09/29/2023,US Bank National Association,09/21/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.67165078324791 41.687318581678326)
610344,8533 S Rhodes Av,09/29/2023,Metropolitan Life Insurance Company,08/08/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.6112192418854 41.739210852751334)
610404,4923 W Huron St,09/29/2023,First Key -- Securitized,07/11/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.74915021177507 41.893021213447746)
613351,6455 S Whipple St,10/13/2023,"Wilmington Savings Fund Society, FSB",07/19/2023,"Carrington Mortgage Services, LLC",MCS,(866) 563-1100,prsrequest@mcs360.com,"1600 South Douglass Road, Suite 200-A",Anaheim,CA,92806,350 Highland Dr. Ste. 100,Lewisville,TX,75067,POINT (-87.69924643758465 41.77558849525254)
614566,8320 S Anthony Av,10/20/2023,"DLJ Mortgage Capital, Inc.",09/25/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.57799096329518 41.743718908804816)
614810,2252 E 92nd Pl,10/20/2023,Federal National Mortgage Association,09/18/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,"1000 N MILWAUKEE AVE , STE 200",CHICAGO,IL,60642,POINT (-87.56855394950013 41.72721735315942)
614811,1358 W Greenleaf Av,10/20/2023,Federal National Mortgage Association,09/18/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,POINT (-87.6647264138178 42.01047295247387)
614812,9372 S Vanderpoel Av,10/20/2023,Federal National Mortgage Association,08/24/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.66645828178775 41.72308410956924)
615440,8435 S Cregier Av,10/23/2023,U.S. Bank National Association,09/18/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystalstaples63@gmail.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.58051810885267 41.741430066617944)
617095,8558 S Marshfield Av,10/31/2023,U.S. Bank National Association,09/18/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.66447598613706 41.737687192259955)
618121,2606 W 80th St,11/06/2023,U.S. Bank National Association,10/23/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST, SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST, SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.6881234526647 41.748311405226445)
618172,3731 N Saint Louis Av,11/06/2023,fannie mae,10/20/2023,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.71509352437239 41.9492993750721)
618292,5208 W Eddy St,11/06/2023,First Key,05/31/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.75732686628658 41.945201497461774)
618898,6836 S Bishop St,11/09/2023,Litchfield Funding REO LLC,08/04/2023,Codilis & Associates,Codilis & Associates,(630) 794-5300,leases@il.cslegal.com,321 Research Parkway Suite 303,Meriden,CT,06450,15 W 030 North Frontage Rd Ste 100,Burr Ridge,IL,60527,POINT (-87.66044385594549 41.7693145760809)
619057,10704 S Sacramento Av,11/10/2023,"Commercial Acquisitions, LLC",09/13/2021,Genstone LLC,Genstone LLC,(866) 810-4593,tenants@genstonemanagement.com,"5426 Bay Center Dr, STE 300",Tampa,FL,33609,"5426 Bay Center Dr, STE 300",Tampa,FL,33609,POINT (-87.69656652943856 41.698729505691695)
619102,10355 S Calhoun Av,11/10/2023,Wilmington Savings Fund Society,07/05/2023,Carrington Morttgage Services,Ira T. Nevel,(312) 357,pleadings@nevellaw.com,1600 South Douglas,Anaheim,CA,92806,1600 South Douglas,Anaheim,CA,92806,POINT (-87.56192499718983 41.70654219012748)
626061,4567 N Narragansett Av,12/04/2023,MC Acquisitions LLC,11/28/2023,Mike Dambrose,Mark Edison,(630) 495-3951,markedison@markedisonlaw.com,"242 N. York Street, Unit 319",Elmhurst,IL,60126,"242 N. York Street, Unit 319",Elmhurst,IL,60126,POINT (-87.78662069553685 41.963896175017226)
627344,1908 S Ridgeway Av,12/08/2023,"U.S. Bank Trust Company, National Association, as Trustee, a",08/15/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71892434852725 41.85474361409743)
627369,7043 S Elizabeth St,12/08/2023,"The Bank of New York Mellon Trust Company, N.A. (successor t",11/15/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.65519619453957 41.76558044217854)
631102,13249 S Carondolet Av,12/22/2023,fannie mae,12/06/2023,Adam Wavrunek/Domain Realty,Domain Realty/Adam Wavrunek,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.54942163359947 41.654060360702175)
631555,2606 W 80th St,12/26/2023,U.S. Bank National Association,10/23/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,POINT (-87.6881234526647 41.748311405226445)
634512,8558 S Marshfield Av,01/02/2024,U.S. Bank National Association,09/18/2023,Crystal Staples,Crystal Staples,(312) 476-5160,crystal.staples@mccalla.com,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,POINT (-87.66447598613706 41.737687192259955)
635436,2110 S Homan Av,01/04/2024,"DLJ Mortgage Capital, Inc.",11/15/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71031568687293 41.85321199687537)
635443,321 W 118th St,01/04/2024,"U.S. Bank Trust National Association, not in its individual",11/15/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.63087515169812 41.67963641617698)
635827,8242 S Honore St,01/05/2024,Federal National Mortgage Association,12/12/2023,PEARSON REALTY GROUP,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,POINT (-87.66948160835491 41.7435339200363)
636818,8525 S Euclid Av,01/09/2024,"DLJ Mortgage Capital, Inc.",11/16/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.57683663015516 41.739911277460216)
638616,3659 W Palmer St,01/17/2024,"U.S. Bank National Association, as Trustee, on behalf of the",11/28/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71926555120707 41.92080461175998)
640049,6210 S Keeler Av,01/23/2024,"Towd Point Mortgage Trust 2016-4, U.S. Bank National Associa",11/15/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.72783137725192 41.780034568808624)
640699,730 W 51st St,01/25/2024,OLIT Alternative Holdings - 2023 HB1,12/11/2023,Michael Olszewski,"Robertson Anschutz Schneid Crane & Partners, PLLC",(708) 668-4410,ilmail@raslg.com,"14405 Walters Road, Suite 300",Houston,TX,77014,1545 S. 61st Court,Cicero,IL,60804,POINT (-87.64432571881277 41.801712359036244)
640885,7240 S Oakley Av,01/26/2024,"JPMorgan Chase Bank, MSR Purchase",11/14/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.68075542726888 41.76168305904689)
641400,4263 W 76th St,01/29/2024,PNC Bank National Association,01/02/2024,PNC Bank NA,PNC Bank National Association - Michael Gibson,(937) 619-2501,reo@pnc.com,3232 Newmark Dr,Miamisburg,OH,45342,249 5th Ave Mail Stop P1-POPP-17-B,Pittsburgh,PA,15222,POINT (-87.72957754644828 41.75490896839772)
641936,4844 W Warwick Av,01/30/2024,"U.S. Bank National Association, not in its individual capaci",11/17/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.74901035149779 41.948949513279274)
643391,9241 S Kingston Av,02/05/2024,Consolidated Analytics,12/29/2023,Consolidated Analytics,Ira T. Nevel,(312) 357-1125,pleadings@nevellaw.com,175 N FRANKLIN ST,CHICAGO,IL,60606,"1500 S. Douglas Rd, Ste 110B",Anaheim,CA,92806,POINT (-87.5619215935574 41.726889289356045)
645949,5740 S Elizabeth St,02/15/2024,Fay Servicing,01/26/2024,Grace Przybysz,Ira T. Nevel,(312) 357-1125,pleadings@nevellaw.com,440 S LA SALLE ST STE 2000,CHICAGO,IL,60605,3320 N CENTRAL AVE,CHICAGO,IL,60634,POINT (-87.65611167919539 41.78928570475823)
648596,450 N May St,02/26/2024,CENOTE LLC,01/26/2024,ANDREI ISSAEV,ANDREI ISSAEV,(312) 404-3943,andrei@towerservices.net,1520 W CHESTNUT ST,CHICAGO,IL,60642,1520 W CHESTNUT ST,CHICAGO,IL,60642,POINT (-87.65592026024491 41.89038535826961)
652001,1807 E 93rd St,03/08/2024,LUCAS SAMBROOK,01/08/2024,"Christopher Rassam, Keller Williams City Life Realty","Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,645 MADISON AVENUE,NEW YORK,NY,10022,175 N FRANKLIN ST,CHICAGO,IL,60606,POINT (-87.57998108659704 41.725944162146504)
655672,749 N Waller Av,03/21/2024,Brianna Julianne Amelia Giliberto Hermann,02/29/2024,Brianna Giliberto Hermann,Brianna Julianne Amelia Giliberto Hermann,(626) 391-8277,brianna@gilibertolegacylaw.com,545 N LA SENA AVE,WEST COVINA,CA,91790,545 N LA SENA AVE,WEST COVINA,CA,91790,POINT (-87.76778794945001 41.89441209786717)
658451,444 E 76th St,04/02/2024,"U.S. Bank Trust National Association, not in its individual",02/20/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.613283227092 41.756724229343874)
658463,4038 W Arthington St,04/02/2024,CSMC 2022-NQM5 Trust,12/22/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.72688070093454 41.870115541180915)
658741,1 S Paulina St,04/04/2024,Miguel Perea,03/20/2024,Miguel Perea,Miguel Perea,(773) 814-6006,miguelsellschicago@gmail.com,7838 S. Paulina,CHICAGO,IL,60620,10857 S AVENUE C,CHICAGO,IL,60617,POINT (-87.66915505945808 41.88138141292192)
658742,1 S Paulina St,04/04/2024,Miguel Perea,03/20/2024,Miguel Perea,Miguel Perea,(773) 814-6006,miguelsellschicago@gmail.com,7838 S. Paulina,CHICAGO,IL,60620,10857 S AVENUE C,CHICAGO,IL,60617,POINT (-87.66915505945808 41.88138141292192)
659003,2 S Paulina St,04/04/2024,Miguel Perea,03/20/2024,Miguel Perea,Miguel Perea,(773) 814-6006,miguelsellschicago@gmail.com,7838 S PAULINA ST,CHICAGO,IL,60620,10857 S AVENUE C,CHICAGO,IL,60617,POINT (-87.66944872264988 41.88137565310267)
659473,10709 S Calhoun Av,04/05/2024,Federal National Mortgage Association,03/28/2024,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1,S,IL,60606,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,POINT (-87.56184329590498 41.70064377538866)
660502,8509 S Muskegon Av,04/10/2024,Fay Servicing,03/13/2024,Grace Przybysz,"LAW OFFICES OF IRA T. NEVEL, LLC",(312) 357-1125,pleadings@nevellaw.com,440 S LA SALLE ST,CHICAGO,IL,60605,3318 N CENTRAL AVE,CHICAGO,IL,60634,POINT (-87.55498553665855 41.74065483671674)
661003,6621 S Hermitage Av,04/12/2024,Fannie Mae,03/28/2024,Domain Realty/ Adam Wavrunek,Domain Realty/ Adam Wavrunek,(773) 235-9150,aw@domaireo.com,1 S WACKER DR,CHICAGO,IL,60606,2624 W FULLERTON AVE,CHICAGO,IL,60647,POINT (-87.66758158992249 41.773312479276875)
661019,1521 W 72nd St,04/12/2024,Fannie Mae,04/03/2024,Domain Realty/ Adam Wavrunek,Domain Realty/ Adam Wavrunek,(773) 235-9150,aw@domaireo.com,1 S WACKER DR,CHICAGO,IL,60606,2624 W FULLERTON AVE,CHICAGO,IL,60647,POINT (-87.66301865881476 41.76299163977368)
661539,6430 W Belle Plaine Av,04/15/2024,"Federal Home Loan Mortgage Corporation, as Trustee for the b",02/20/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.78790422192672 41.955178671213886)
661585,11944 S Perry Av,04/15/2024,"PNC Bank, National Association",02/21/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,Dr3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.62522496206722 41.67665389090017)
662449,1255 W 108th Pl,04/18/2024,Fay Servicing,03/29/2024,Grace Przybysz,"Law Offices of Ira T. Nevel, LLC",(131) 235-7112,pleadings@nevellaw.com,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,3318 N CENTRAL AVE,CHICAGO,IL,60634,POINT (-87.65440755755823 41.69665274914545)
663255,601 E 32nd St,04/22/2024,"DLJ Mortgage Capital, Inc.",02/21/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.61154076113363 41.83597610218231)
663536,7350 S Dante Av,04/23/2024,Wells Fargo Code Violations,11/27/2022,Wells Fargo Code Violations,Wells Fargo Code Violations,(877) 617-5274,codeviolations@wellsfargo.com,"1 Home Campus MAC F2302-04F,",Des Moines,IA,50328,11000 31st St. MAC F2302-04F,Westchester,IL,60154,POINT (-87.5897877475518 41.76087227291437)
664505,800 S Independence Bv,04/26/2024,800 S Independence Condo Assoc,03/19/2024,T.H.E. Management Inc.,Samuel Lewis,(773) 525-5326,slewis@themanagementinc.com,3448 N PULASKI RD,CHICAGO,IL,60641,3448 N PULASKI RD,CHICAGO,IL,60641,POINT (-87.72041743016096 41.87073773063263)
665538,11815 S Sangamon St,05/01/2024,"U.S. Bank National Association, as trustee, on behalf of the",04/02/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.64546034852705 41.67909767558496)
666792,7712 S Prairie Av,05/07/2024,"RCN CAPITAL, LLC",03/08/2024,PARKVUE REALTY,PARKVUE REALTY,(312) 788-4040,team@parkvuerealty.com,75 GERBER ROAD EAST,SOUTH WINDSOR,CT,06074,3501 W. Algonquin Rd. Ste 135,Rolling Meadows,IL,60008,POINT (-87.61837179563791 41.75427381990428)
666872,9006 S Wallace St,05/07/2024,"DLJ Mortgage Capital, Inc.",11/20/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.63874941553081 41.73062139884091)
666883,2017 W 68th St,05/07/2024,"The Bank of New York Mellon as Trustee for CWABS, Inc. Asset",01/18/2022,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd Ste 101,CEDAR PARK,TX,78613,POINT (-87.67433662766574 41.77014119754)
667497,11361 S May St,05/10/2024,Federal National Mortgage Association,04/22/2024,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,POINT (-87.65057895025443 41.68690239313948)
669178,12312 S Union Av,05/16/2024,fannie mae,05/16/2024,Adam Wavrunek/Domain Realty,Domain Realty/Adam Wavrunek,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2624 W FULLERTON AVE,CHICAGO,IL,60647,POINT (-87.63939433904073 41.670130652763)
669190,8241 S Clyde Av,05/16/2024,Fannie Mae,05/16/2024,Adam Wavrunek/Domain Realty,Adam Wavrunek/Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2624 W FULLERTON AVE,CHICAGO,IL,60647,POINT (-87.57328437051235 41.74496490113918)
672114,8854 S Cregier Av,05/18/2024,Cherry Wood LLC,05/07/2024,Nandi Jorgolli,Nandi Jorgolli,(630) 873-9114,jorgollilaw@gmail.com,2S410 Flamingo Ct,Lombard,IL,60148,17W480 22ND STREET,OAKBROOK TERRACE,IL,60181,POINT (-87.5806395654798 41.733540629883684)
675476,11947 S Eggleston Av,05/29/2024,"Forethought Life Insurance Co, c/o Fay Servicing",03/29/2024,MICHAEL OLSZEWSKI/ AGENT,"Law Offices of Ira T. Nevel, LLC",(131) 235-7112,pleadings@nevellaw.com,"440 S LA SALLE ST , STE 2000",CHICAGO,IL,60605,1545 S. 61ST COURT,CICERO,IL,60804,POINT (-87.63329041839837 41.67651894873204)
677525,525 N Ada St,06/04/2024,"Wilmington Trust, National Association not in its individual",04/23/2024,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.66065192308609 41.891837829227406)
679948,6447 S Narragansett Av,06/12/2024,CSMC 2022-NQM5 Trust,05/30/2024,Oak River Property Management,James Halpin,(312) 263-1414,araceli.gallardo@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,Cedar Park,TX,78613,POINT (-87.7809889480977 41.77445113820187)
680006,8728 S Elizabeth St,06/12/2024,CSMC 2022-NQM5 Trust,05/30/2024,Oak River Property Management,James Halpin,(312) 263-1414,araceli.gallardo@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,Cedar Park,TX,78613,POINT (-87.65467710645756 41.73502975422731)
680835,5422 W Jackson Bv,06/14/2024,"Law Offices of Ira T. Nevel, LLC",04/15/2024,"Amanda Chalus, agent","Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,175 N FRANKLIN ST,CHICAGO,IL,60606,1288 Rickert Drive,Naperville,IL,60540,POINT (-87.76053633642702 41.876691598634196)
681364,3511 W 61st St,06/17/2024,Federal National Mortgage Association,06/12/2024,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,POINT (-87.71101017608626 41.78238165867571)
681370,5127 S Parkside Av,06/17/2024,PNC Bank National Association,05/31/2024,"PNC Bank, NA Attn: REO Asset Management","PNC Bank, National Association",(412) 762-5888,reo@pnc.com,3232 Newmark Dr Mailstop: REO B6-YM13-01-8,Miamisburg,OH,45342,249 Fifth Ave Mail Stop: P1-POPP-17-B,Pittsburgh,PA,15222,POINT (-87.76356912594045 41.799222018686415)
681411,5331 W Congress Pw,06/17/2024,"PNC Bank, National Association",06/03/2024,"PNC Bank, NA","PNC Bank, National Association(Michael Gibson)",(937) 619-2501,reo@pnc.com,3232 Newmark Dr B6 YM13-01-8,Miamisburg,OH,45342,249 Fifth Ave Mail Stop P1-POPP-17-B,Pittsburgh,PA,15222,POINT (-87.75867685064021 41.87378873117904)
684225,7363 S South Shore Dr,06/28/2024,Fannie Mae,06/05/2024,Adam Wavrunek/Domain Realty,Adam Wavrunek/Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2624 W FULLERTON AVE,CHICAGO,IL,60647,POINT (-87.55904035366618 41.76265653994295)
