SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR24-02102392,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/16/2024 13:16,2/6/2025 18:58,,7035 S ASHLAND AVE,,,,7035,S,ASHLAND,AVE,FALSE,FALSE,,,67,17,,M038,3,7,734,35,,13,7,11,1166985.053,1857906.343,41.765661,-87.66351,"(41.765661000940035, -87.6635100000019)"
SR24-01595863,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/22/2024 11:04,8/22/2024 11:04,,7035 S ASHLAND AVE,Chicago,Illinois,60636,7035,S,ASHLAND,AVE,FALSE,FALSE,,,67,17,,M038,3,7,734,35,,11,5,8,1166985.053,1857906.343,41.765661,-87.66351,"(41.765661000940035, -87.6635100000019)"
SR24-02205217,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/6/2024 0:34,12/6/2024 0:34,,7038 S CARPENTER ST,Chicago,Illinois,60621,7038,S,CARPENTER,ST,FALSE,FALSE,,,68,16,,N038,3,7,733,23,,0,6,12,1170454.012,1857979.529,41.765787,-87.650793,"(41.76578700094005, -87.65079300000191)"
SR24-02011999,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/31/2024 9:01,10/31/2024 9:01,,7041 S ADA ST,Chicago,Illinois,60636,7041,S,ADA,ST,FALSE,FALSE,,,67,17,,M038,3,7,734,21,,9,5,10,1168618.13,1857879.76,41.765553,-87.657525,"(41.765553000940066, -87.6575250000019)"
SR25-00477589,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/25/2025 21:20,3/25/2025 21:20,,7041 S MERRILL AVE,,,,7041,S,MERRILL,AVE,FALSE,FALSE,,,43,5,,V038,3,3,331,38,,21,3,3,1191911.486,1858494.148,41.766705,-87.5721285,"(41.76670500094006, -87.5721285000019)"
SR24-02272505,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/18/2024 13:35,12/18/2024 13:35,,7047 S HONORE ST,Chicago,Illinois,60636,7047,S,HONORE,ST,FALSE,FALSE,,,67,17,,L038,3,7,735,31,,13,4,12,1165256.902,1857747.526,41.76526194,-87.66984875,"(41.76526194009021, -87.66984874974213)"
SR25-00461915,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/23/2025 10:31,3/23/2025 10:31,,7048 S EGGLESTON AVE,Chicago,Illinois,60621,7048,S,EGGLESTON,AVE,FALSE,FALSE,,,68,6,,O038,3,7,732,12,,10,1,3,1174488.352,1857977.529,41.76569271,-87.6360059,"(41.76569271149389, -87.63600589566774)"
SR25-00143631,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,1/28/2025 9:48,1/28/2025 9:48,,7051 S DAMEN AVE,Chicago,Illinois,60636,7051,S,DAMEN,AVE,FALSE,FALSE,,,67,17,,L038,3,7,735,19,,9,3,1,1164313.907,1857698.75,41.765148,-87.6733065,"(41.76514800094005, -87.67330650000191)"
SR24-00647501,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,4/9/2024 17:02,4/9/2024 17:02,,7058 S ELIZABETH ST,Chicago,Illinois,60636,7058,S,ELIZABETH,ST,FALSE,FALSE,,,67,17,,M038,3,7,734,21,,17,3,4,1169201.2,1857717.635,41.76509552,-87.65539254,"(41.76509551907501, -87.65539254309786)"
SR25-00041459,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/8/2025 22:13,1/8/2025 22:13,,710 E 106TH ST,Chicago,Illinois,60628,710,E,106TH,ST,FALSE,FALSE,,,50,9,,R047,1,5,512,8,,22,4,1,1182932.609,1834890.779,41.702148,-87.6057705,"(41.70214800093982, -87.6057705000019)"
SR24-01730067,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/13/2024 11:02,9/13/2024 11:03,,710 W 118TH ST,Chicago,Illinois,60628,710,W,118TH,ST,FALSE,FALSE,,,53,21,,O050,2,5,524,33,,11,6,9,1173627.775,1826713.159,41.679918,-87.640083,"(41.67991800093974, -87.64008300000191)"
SR25-00306934,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,2/26/2025 10:14,2/26/2025 10:14,,7114 S CLAREMONT AVE,Chicago,Illinois,60636,7114,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,10,4,2,1161893.076,1857342.489,41.764221,-87.6821895,"(41.76422100094003, -87.68218950000191)"
SR25-00301369,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/25/2025 12:25,2/25/2025 12:25,,7114 S CLAREMONT AVE,Chicago,Illinois,60636,7114,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,12,3,2,1161893.076,1857342.489,41.764221,-87.6821895,"(41.76422100094003, -87.68218950000191)"
SR25-00279333,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,2/21/2025 9:41,2/21/2025 9:41,,7114 S CLAREMONT AVE,Chicago,Illinois,60636,7114,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,9,6,2,1161893.076,1857342.489,41.764221,-87.6821895,"(41.76422100094003, -87.68218950000191)"
SR25-00279247,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/21/2025 9:29,2/21/2025 9:29,,7114 S CLAREMONT AVE,Chicago,Illinois,60636,7114,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,9,6,2,1161893.076,1857342.489,41.764221,-87.6821895,"(41.76422100094003, -87.68218950000191)"
SR24-02048487,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,11/6/2024 16:15,11/6/2024 16:15,,7114 S CLAREMONT AVE,Chicago,Illinois,60636,7114,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,16,4,11,1161893.076,1857342.489,41.764221,-87.6821895,"(41.76422100094003, -87.68218950000191)"
SR24-01495904,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/7/2024 9:37,8/7/2024 9:37,,7124 S PAULINA ST,Chicago,Illinois,60636,7124,S,PAULINA,ST,FALSE,FALSE,,,67,17,,L039,3,7,735,32,,9,4,8,1166179.207,1857332.689,41.764104,-87.66648,"(41.764104000940044, -87.6664800000019)"
SR24-02310526,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/26/2024 13:50,12/26/2024 13:50,,7132 S STEWART AVE,Chicago,Illinois,60621,7132,S,STEWART,AVE,FALSE,FALSE,,,68,6,,O039,3,7,732,12,,13,5,12,1174787.046,1857476.435,41.764311,-87.634926,"(41.76431100094001, -87.63492600000188)"
SR25-00488805,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/27/2025 13:40,3/27/2025 14:00,,7133 S GREENWOOD AVE,Chicago,Illinois,60619,7133,S,GREENWOOD,AVE,FALSE,FALSE,,,69,5,,S039,2,3,324,2,,13,5,3,1184864.097,1857809.681,41.764995,-87.597981,"(41.76499500094004, -87.5979810000019)"
SR25-00476602,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/25/2025 17:28,3/25/2025 17:28,,7134 S UNION AVE,Chicago,Illinois,60621,7134,S,UNION,AVE,FALSE,FALSE,,,68,6,,O039,3,7,732,5,,17,3,3,1172893.146,1857411.938,41.764176,-87.6418695,"(41.76417600094006, -87.64186950000192)"
SR25-00442152,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/19/2025 15:55,3/19/2025 15:55,,7134 S UNION AVE,Chicago,Illinois,60621,7134,S,UNION,AVE,FALSE,FALSE,,,68,6,,O039,3,7,732,5,,15,4,3,1172893.146,1857411.938,41.764176,-87.6418695,"(41.76417600094006, -87.64186950000192)"
SR24-01042714,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,6/4/2024 15:56,6/4/2024 15:56,,7139 S CARPENTER ST,Chicago,Illinois,60621,7139,S,CARPENTER,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,27,,15,3,6,1170568.411,1857310.466,41.76394852,-87.65039316,"(41.763948516432656, -87.6503931618188)"
SR25-00491099,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/27/2025 18:52,3/27/2025 18:52,,7144 S EBERHART AVE,,,,7144,S,EBERHART,AVE,FALSE,FALSE,,,69,6,,R039,2,3,323,48,,18,5,3,1180743.35,1857568.189,41.764428,-87.613092,"(41.76442800094005, -87.6130920000019)"
SR25-00231869,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/12/2025 13:53,2/12/2025 13:53,,7144 S MAY ST,Chicago,Illinois,60621,7144,S,MAY,ST,FALSE,FALSE,,,68,17,11,N039,3,7,733,22,,13,4,2,1169815.283,1857243.089,41.76378,-87.6531555,"(41.76378000094003, -87.65315550000192)"
SR25-00459240,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/22/2025 14:47,3/22/2025 14:47,,7148 S EBERHART AVE,,,,7148,S,EBERHART,AVE,FALSE,FALSE,,,69,6,,R039,2,3,323,48,,14,7,3,1180744.852,1857535.404,41.764338,-87.6130875,"(41.76433800094005, -87.6130875000019)"
SR25-00459278,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/22/2025 14:56,3/22/2025 14:56,,7150 S EBERHART AVE,,,,7150,S,EBERHART,AVE,TRUE,FALSE,,SR25-00420792,69,6,,R039,2,3,323,48,,14,7,3,1180746.354,1857502.619,41.764248,-87.613083,"(41.76424800094004, -87.61308300000192)"
SR25-00420792,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/16/2025 14:10,3/22/2025 14:56,,7150 S EBERHART AVE,,,,7150,S,EBERHART,AVE,FALSE,FALSE,,,69,6,,R039,2,3,323,48,,14,1,3,1180746.354,1857502.619,41.764248,-87.613083,"(41.76424800094004, -87.61308300000192)"
SR25-00175393,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/3/2025 6:59,2/3/2025 6:59,,7150 S WINCHESTER AVE,Chicago,Illinois,60636,7150,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,6,2,2,1164532.583,1857041.206,41.763339,-87.6725235,"(41.763339000940015, -87.6725235000019)"
SR24-01310989,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,7/12/2024 11:03,7/12/2024 11:03,,7150 S WINCHESTER AVE,Chicago,Illinois,60636,7150,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,11,6,7,1164532.583,1857041.206,41.763339,-87.6725235,"(41.763339000940015, -87.6725235000019)"
SR24-01631743,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/28/2024 9:23,8/28/2024 9:23,,7151 S WASHTENAW AVE,Chicago,Illinois,60629,7151,S,WASHTENAW,AVE,FALSE,FALSE,,,66,17,,J039,3,8,831,50,,9,4,8,1159691.268,1856912.682,41.763087,-87.6902715,"(41.763087000940025, -87.6902715000019)"
SR25-00314685,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/27/2025 12:22,2/27/2025 12:22,,7156 S CARPENTER ST,,,,7156,S,CARPENTER,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,27,,12,5,2,1170480.317,1857140.126,41.763483,-87.650721,"(41.76348300094001, -87.65072100000192)"
SR24-02127334,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/20/2024 17:06,11/20/2024 17:06,,7158 S CARPENTER ST,,,,7158,S,CARPENTER,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,27,,17,4,11,1170480.525,1857113.89,41.763411,-87.650721,"(41.76341100094, -87.65072100000191)"
SR25-00139955,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/27/2025 15:03,1/27/2025 16:00,,716 W 95TH ST,Chicago,Illinois,60628,716,W,95TH,ST,FALSE,FALSE,,,73,21,,O044,2,22,2223,5,,15,2,1,1173098.211,1841885.82,41.72156576,-87.64157535,"(41.721565764834814, -87.64157535088027)"
SR24-02222373,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/9/2024 14:38,12/9/2024 14:38,,717 W 59TH ST,Chicago,Illinois,60621,717,W,59TH,ST,FALSE,FALSE,,,68,16,,O036,1,7,711,36,,14,2,12,1172426.984,1865627.232,41.78673,-87.6433365,"(41.78673000094014, -87.64333650000194)"
SR24-01681874,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/5/2024 12:51,9/5/2024 12:51,,7204 S WOOD ST,Chicago,Illinois,60636,7204,S,WOOD,ST,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,12,5,9,1165583.125,1856876.896,41.7628659,-87.6686777,"(41.76286590215847, -87.66867769774275)"
SR25-00042804,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/9/2025 9:19,1/9/2025 9:19,,7211 S SANGAMON ST,Chicago,Illinois,60621,7211,S,SANGAMON,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,25,,9,5,1,1171302.163,1856926.921,41.76288,-87.647715,"(41.76288000094003, -87.6477150000019)"
SR24-02291078,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/22/2024 8:40,12/22/2024 8:40,,7213 S WINCHESTER AVE,Chicago,Illinois,60636,7213,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,8,1,12,1164675.985,1856753.693,41.762547,-87.672006,"(41.762547000940025, -87.6720060000019)"
SR24-01935684,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/18/2024 8:36,10/18/2024 8:36,,7213 S WINCHESTER AVE,Chicago,Illinois,60636,7213,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,8,6,10,1164675.985,1856753.693,41.762547,-87.672006,"(41.762547000940025, -87.6720060000019)"
SR24-01686345,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/6/2024 8:46,9/6/2024 8:46,,722 W 19TH ST,Chicago,Illinois,60616,722,W,19TH,ST,FALSE,FALSE,,,31,25,,O026,3,12,1235,3,,8,6,9,1171580.461,1891196.086,41.856912,-87.64569,"(41.85691200094035, -87.6456900000019)"
SR24-02186674,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,12/2/2024 16:19,12/2/2024 16:19,,7222 S SANGAMON ST,Chicago,Illinois,60621,7222,S,SANGAMON,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,25,,16,2,12,1171155.675,1856820.802,41.762592,-87.648255,"(41.76259200094004, -87.64825500000188)"
SR24-01681884,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/5/2024 12:52,9/5/2024 12:52,,7224 S WOOD ST,Chicago,Illinois,60636,7224,S,WOOD,ST,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,12,5,9,1165588.69,1856662.796,41.76227826,-87.66866336,"(41.76227826371901, -87.66866336268293)"
SR25-00313668,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/27/2025 10:20,2/27/2025 10:20,,7228 S HERMITAGE AVE,Chicago,Illinois,60636,7228,S,HERMITAGE,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,10,5,2,1165865.367,1856638.237,41.762205,-87.66765,"(41.76220500094003, -87.66765000000191)"
SR24-01681891,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/5/2024 12:53,9/5/2024 12:53,,7228 S WOOD ST,Chicago,Illinois,60636,7228,S,WOOD,ST,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,12,5,9,1165536.442,1856622.575,41.762169,-87.668856,"(41.762169000940034, -87.66885600000192)"
SR25-00151719,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/29/2025 13:46,1/29/2025 14:00,,7236 N ORIOLE AVE,,,,7236,N,ORIOLE,AVE,TRUE,FALSE,,SR25-00113683,9,41,,W104,1,16,1611,2,,13,4,1,1124661.786,1947583.752,42.012549,-87.816663,"(42.01254900094091, -87.81666300000191)"
SR25-00113683,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/22/2025 13:50,1/29/2025 13:46,,7236 N ORIOLE AVE,,,,7236,N,ORIOLE,AVE,FALSE,FALSE,,,9,41,,W104,1,16,1611,2,,13,4,1,1124661.786,1947583.752,42.012549,-87.816663,"(42.01254900094091, -87.81666300000191)"
SR25-00042834,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/9/2025 9:19,1/9/2025 9:19,,7241 S SANGAMON ST,Chicago,Illinois,60621,7241,S,SANGAMON,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,25,,9,5,1,1171295.765,1856651.372,41.762124,-87.6477465,"(41.762124000940034, -87.64774650000192)"
SR25-00042844,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/9/2025 9:20,1/9/2025 9:21,,7243 S SANGAMON ST,Chicago,Illinois,60621,7243,S,SANGAMON,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,25,,9,5,1,1171300.884,1856625.175,41.762052,-87.6477285,"(41.76205200094005, -87.64772850000192)"
SR24-01877980,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/8/2024 11:08,10/8/2024 11:08,,7244 S DAMEN AVE,Chicago,Illinois,60636,7244,S,DAMEN,AVE,FALSE,FALSE,,,67,17,,K039,3,7,735,37,,11,3,10,1164208.214,1856431.969,41.761674,-87.6737295,"(41.76167400094003, -87.6737295000019)"
SR25-00313681,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/27/2025 10:22,2/27/2025 10:22,,7248 S HERMITAGE AVE,Chicago,Illinois,60636,7248,S,HERMITAGE,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,10,5,2,1165926.174,1856415.159,41.76159155,-87.66743346,"(41.7615915517161, -87.66743346031379)"
SR24-01606666,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/23/2024 18:52,8/23/2024 18:52,,7300 S HERMITAGE AVE,Chicago,Illinois,60636,7300,S,HERMITAGE,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,11,,18,6,8,1165930.685,1856265.997,41.76118214,-87.66742116,"(41.76118213529248, -87.66742115994099)"
SR25-00024491,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/6/2025 11:59,1/6/2025 11:59,,7300 S LAFLIN ST,Chicago,Illinois,60636,7300,S,LAFLIN,ST,FALSE,FALSE,,,67,17,,M039,3,7,734,23,,11,2,1,1167364.658,1856299.895,41.76124457,-87.66216457,"(41.7612445740105, -87.662164566202)"
SR24-01761685,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/18/2024 19:26,9/18/2024 20:00,,7306 S PAULINA ST,Chicago,Illinois,60636,7306,S,PAULINA,ST,FALSE,FALSE,,,67,17,,L039,3,7,735,32,,19,4,9,1166211.508,1856175.198,41.760927,-87.6663945,"(41.760927000940036, -87.66639450000191)"
SR25-00302051,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/25/2025 13:44,2/25/2025 13:44,,7311 W BELMONT AVE,,,,7311,W,BELMONT,AVE,FALSE,FALSE,,,17,29,,X115,1,25,2511,32,,13,3,2,1126679.69,1920364.197,41.937822,-87.80985,"(41.937822000940656, -87.80985000000192)"
SR24-01928340,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/16/2024 21:53,10/16/2024 21:53,,7324 S CLAREMONT AVE,Chicago,Illinois,60636,7324,S,CLAREMONT,AVE,FALSE,FALSE,,,66,18,,K039,3,8,835,33,,21,4,10,1161932.212,1855902.992,41.76027,-87.682086,"(41.76027000094002, -87.68208600000192)"
SR24-01328846,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,7/15/2024 10:06,7/15/2024 10:06,,7340 S GREEN ST,Chicago,Illinois,60621,7340,S,GREEN,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,28,,10,2,7,1171843.604,1856006.357,41.760342,-87.6457575,"(41.760342000940035, -87.6457575000019)"
SR24-01853037,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/3/2024 17:00,10/3/2024 17:00,,7345 S WINCHESTER AVE,Chicago,Illinois,60636,7345,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,17,5,10,1164704.345,1855779.835,41.759874,-87.6719295,"(41.75987400094001, -87.67192950000191)"
SR24-01582132,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,8/20/2024 12:44,8/20/2024 12:44,,7345 S WINCHESTER AVE,Chicago,Illinois,60636,7345,S,WINCHESTER,AVE,FALSE,FALSE,,,67,17,,L039,3,7,735,34,,12,3,8,1164704.345,1855779.835,41.759874,-87.6719295,"(41.75987400094001, -87.67192950000191)"
SR25-00313744,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/27/2025 10:30,2/27/2025 10:30,,7351 S SANGAMON ST,Chicago,Illinois,60621,7351,S,SANGAMON,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,28,,10,5,2,1171377.975,1855887.85,41.760027,-87.6474675,"(41.76002700094001, -87.64746750000191)"
SR25-00404271,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/13/2025 15:58,3/13/2025 15:58,,736 S FRANCISCO AVE,Chicago,Illinois,60612,736,S,FRANCISCO,AVE,FALSE,FALSE,,,27,28,,I024,3,11,1135,35,,15,5,3,1157084.545,1896505.923,41.871789,-87.698754,"(41.871789000940424, -87.69875400000191)"
SR24-01885522,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/9/2024 12:06,10/9/2024 12:06,,738 W 60TH PL,Chicago,Illinois,60621,738,W,60TH,PL,FALSE,FALSE,,,68,16,,O036,1,7,711,25,,12,4,10,1172246.078,1864769.766,41.784381,-87.644025,"(41.784381000940094, -87.64402500000192)"
SR25-00308595,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/26/2025 13:39,2/26/2025 13:39,,7401 S WABASH AVE,Chicago,Illinois,60619,7401,S,WABASH,AVE,FALSE,FALSE,,,69,6,,Q039,2,3,323,6,,13,4,2,1178017.861,1855944.56,41.76003477,-87.62313068,"(41.76003477111203, -87.62313067907556)"
SR25-00449819,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/20/2025 19:04,3/20/2025 19:04,,742 N CHRISTIANA AVE,Chicago,Illinois,60624,742,N,CHRISTIANA,AVE,FALSE,FALSE,,,23,27,,H021,2,11,1121,5,,19,5,3,1153827.949,1904943.858,41.895009,-87.7104855,"(41.895009000940505, -87.71048550000191)"
SR25-00309907,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/26/2025 15:48,2/26/2025 15:48,,7437 S MAY ST,Chicago,Illinois,60621,7437,S,MAY,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,5,,15,4,2,1170023.137,1855335.932,41.758542,-87.652449,"(41.75854200094002, -87.65244900000191)"
SR25-00333421,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/3/2025 9:31,3/3/2025 9:31,,7441 S MAY ST,Chicago,Illinois,60621,7441,S,MAY,ST,FALSE,FALSE,,,68,17,,N039,3,7,733,5,,9,2,3,1170023.526,1855286.739,41.758407,-87.652449,"(41.75840700094003, -87.65244900000191)"
SR24-02309611,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/26/2024 12:01,12/26/2024 12:01,,7447 S PERRY AVE,Chicago,Illinois,60621,7447,S,PERRY,AVE,FALSE,FALSE,,,69,6,,P039,3,7,731,19,,12,5,12,1176703.106,1855411.86,41.75860267,-87.62796525,"(41.758602666212724, -87.62796524675865)"
SR24-02261451,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/16/2024 16:48,12/16/2024 16:48,,7500 S CRANDON AVE,Chicago,Illinois,60649,7500,S,CRANDON,AVE,FALSE,FALSE,,,43,7,,V040,1,4,414,10,,16,2,12,1192824.805,1855660.533,41.75890711,-87.5688732,"(41.75890711015891, -87.56887319715867)"
SR24-02309838,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/26/2024 12:28,12/26/2024 12:29,,7504 S NORMAL AVE,Chicago,Illinois,60620,7504,S,NORMAL,AVE,FALSE,FALSE,,,69,6,,O040,2,6,621,17,,12,5,12,1174148.226,1855096.725,41.757795,-87.637338,"(41.757795000940035, -87.6373380000019)"
SR24-01448639,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,7/31/2024 6:05,7/31/2024 6:05,,7519 S ABERDEEN ST,Chicago,Illinois,60620,7519,S,ABERDEEN,ST,FALSE,FALSE,,,71,17,,N040,1,6,612,22,,6,4,7,1170369.978,1854797.524,41.757057,-87.6511935,"(41.75705700094002, -87.6511935000019)"
SR24-01884480,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,10/9/2024 10:26,10/9/2024 10:26,,7526 S HONORE ST,Chicago,Illinois,60620,7526,S,HONORE,ST,FALSE,FALSE,,,71,17,,L040,1,6,611,40,,10,4,10,1165249.801,1854626.295,41.756697,-87.669963,"(41.75669700094003, -87.66996300000191)"
SR25-00461322,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/23/2025 4:22,3/24/2025 9:35,,7528 S PARNELL AVE,Chicago,Illinois,60620,7528,S,PARNELL,AVE,FALSE,FALSE,,,69,6,,O040,2,6,621,17,,4,1,3,1173780.619,1854851.054,41.757129,-87.6386925,"(41.757129000940026, -87.6386925000019)"
